,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
0,0.64733875,0.68818057,0.650826,0.55514,0.6060436,0.48034483,0.4870604,0.5743756,0.4103372,0.5339668,0.47410166,0.4693936,0
1,0.64106846,0.68303597,0.64974236,0.5506872,0.59836566,0.4635415,0.47889504,0.5785394,0.4025342,0.5256953,0.4734404,0.46519423,0
2,0.6410005,0.6963415,0.6482551,0.5574566,0.60153675,0.46733648,0.39893374,0.68138766,0.40199265,0.53172547,0.46922004,0.47243974,0
3,0.6423824,0.69777405,0.64908427,0.55687565,0.606238,0.48219424,0.39643332,0.6803681,0.40780342,0.54052436,0.46716195,0.48008448,0
4,0.64198786,0.6974165,0.64672494,0.5633404,0.6090992,0.48572308,0.3932767,0.67979735,0.40812954,0.5324639,0.4735771,0.46138358,0
5,0.6378071,0.6883775,0.64922476,0.5614824,0.60861534,0.48870954,0.46590644,0.5786948,0.41064537,0.5172211,0.4845239,0.45181045,0
6,0.6400808,0.69620764,0.64942026,0.5601431,0.61221987,0.4908566,0.39484954,0.6768987,0.40520725,0.52903795,0.47215897,0.4557187,0
7,0.63805974,0.69218814,0.6531869,0.5680413,0.6141362,0.5003936,0.39312753,0.68281996,0.41659567,0.5439732,0.46838087,0.46873957,0
8,0.6433085,0.6972078,0.65537167,0.5703198,0.6270734,0.51677555,0.39811012,0.6816126,0.41145012,0.53703475,0.48225212,0.4551741,0
9,0.64745367,0.6975124,0.6559768,0.57208896,0.6173913,0.5013004,0.39615104,0.6811654,0.4074901,0.5350567,0.4775346,0.45538875,0
10,0.63824713,0.6907103,0.6557545,0.5677362,0.6169739,0.49254927,0.39919585,0.67886543,0.41487223,0.53110576,0.48101088,0.4567051,0
11,0.63901645,0.6929438,0.6528977,0.56767565,0.6149094,0.5028612,0.39801535,0.68284154,0.42391884,0.54507154,0.47209376,0.48073444,0
12,0.6397476,0.69800323,0.6514305,0.5672411,0.6169306,0.51275635,0.3988584,0.682438,0.4112948,0.5372393,0.47086036,0.48182532,0
13,0.6419366,0.69720525,0.6494315,0.5676167,0.608449,0.49182457,0.39772424,0.67953295,0.40488183,0.52662855,0.46827453,0.47526523,0
14,0.6423689,0.69754905,0.6522298,0.5661657,0.6155232,0.4993275,0.39336282,0.6835245,0.40056574,0.5302317,0.46634805,0.4826522,0
15,0.64218116,0.698346,0.64908814,0.5699789,0.617276,0.50999355,0.39797235,0.6870582,0.40574437,0.5412358,0.47046766,0.48112428,0
16,0.6428931,0.6974027,0.6530016,0.57024026,0.6196914,0.51306367,0.39980727,0.6851606,0.40365013,0.5313445,0.46408686,0.47754586,0
17,0.635924,0.68838066,0.65068454,0.56189156,0.6002848,0.48592246,0.4863139,0.5809903,0.4044364,0.5208844,0.4742467,0.4614346,0
18,0.63850766,0.6976538,0.65016687,0.5666542,0.6116201,0.49490142,0.4040147,0.68374175,0.40896675,0.5347801,0.47502476,0.46660757,0
19,0.6517836,0.6972887,0.6533321,0.5652982,0.61682355,0.49329722,0.39923537,0.6842606,0.41132373,0.53553325,0.46689034,0.46147954,0
20,0.59076065,0.5726087,0.6460728,0.5525908,0.59480476,0.46358442,0.4815303,0.5666771,0.41626763,0.53556323,0.47151324,0.4600348,0
21,0.63440144,0.55053174,0.64553565,0.5526302,0.60182214,0.49032044,0.39212188,0.6847081,0.4087205,0.54011035,0.46207005,0.48386547,0
22,0.64041674,0.68359154,0.63551116,0.55090153,0.59176093,0.48720023,0.40366232,0.488905,0.40576407,0.5200191,0.47022146,0.46471328,0
23,0.58281475,0.55953497,0.6299211,0.5429977,0.58594453,0.47024783,0.4012348,0.4870102,0.40895253,0.50761753,0.4753585,0.4553936,0
24,0.6112397,0.54355085,0.62140894,0.5426729,0.5776242,0.46123588,0.39208066,0.48503608,0.403942,0.52334577,0.4684463,0.46746457,0
