,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
0,0.24085665,0.32297152,0.12851164,0.26443148,0.25168252,0.1874162,0.44261283,0.49291334,0.40832692,0.34411424,0.3853609,0.17656158,0
1,0.24283002,0.33905417,0.14634416,0.2916065,0.24780194,0.2192396,0.45869148,0.50179666,0.44205567,0.37289673,0.41216683,0.22816102,0
2,0.30141,0.3705969,0.19954419,0.3234073,0.2918775,0.24949156,0.4674022,0.5185715,0.45534024,0.4075572,0.43574345,0.27183628,0
3,0.3334261,0.3697543,0.24580514,0.32976413,0.34635854,0.26911855,0.48610777,0.5118972,0.47496706,0.40472126,0.4573376,0.28347456,0
4,0.37628812,0.41935036,0.30013853,0.3774377,0.3574791,0.29020563,0.50275624,0.5012509,0.4751658,0.4131236,0.4642595,0.2940729,0
5,0.49308118,0.48733437,0.42177147,0.405716,0.410618,0.3013224,0.49550566,0.506418,0.4504689,0.4058017,0.44481778,0.3091961,0
6,0.49168283,0.49211717,0.45069668,0.41191098,0.45523864,0.3076027,0.48297188,0.50506437,0.4278828,0.42481038,0.4419267,0.30924207,0
7,0.5141089,0.5115652,0.5192474,0.4252424,0.51665556,0.33346194,0.40734494,0.513775,0.4209885,0.4219678,0.42732307,0.32218575,0
8,0.55863756,0.49134213,0.5512856,0.41261983,0.53828096,0.33129963,0.40814358,0.50745136,0.4256228,0.40508363,0.43766662,0.3317915,0
9,0.57665265,0.47407895,0.5829874,0.39374515,0.5602481,0.33326128,0.42744145,0.49818882,0.4267521,0.39637858,0.4478651,0.33323696,0
10,0.5953068,0.4926177,0.5916229,0.39699432,0.56595796,0.33657306,0.43712372,0.5043162,0.44155598,0.3970374,0.45181224,0.33700415,0
11,0.58799773,0.49665675,0.5946657,0.41876802,0.5691086,0.34408483,0.4110987,0.49889493,0.4384075,0.4029791,0.4535268,0.33644935,0
12,0.57989144,0.49751386,0.59024143,0.41624257,0.56230104,0.33461988,0.3893633,0.5153059,0.41847527,0.41302192,0.43829235,0.3314042,0
13,0.571054,0.49723607,0.570483,0.4091429,0.54580647,0.31765366,0.38860458,0.5024237,0.39757788,0.4060492,0.41089067,0.31079113,0
14,0.5798615,0.49380845,0.57042325,0.40225083,0.5408591,0.3053851,0.36903533,0.50148565,0.38269818,0.40000528,0.400714,0.2996893,0
15,0.5772545,0.5002649,0.57272243,0.40286934,0.5407015,0.29555073,0.38115212,0.4973588,0.383154,0.39560616,0.39853483,0.29175174,0
16,0.568042,0.505239,0.571669,0.39354384,0.53416735,0.2955894,0.38164914,0.4958843,0.38279602,0.400495,0.39278322,0.29253805,0
17,0.5562054,0.49856192,0.55331635,0.38835377,0.5222256,0.28667137,0.36890945,0.50891805,0.3735333,0.40300733,0.3855815,0.28748366,0
18,0.5362578,0.47207353,0.5598216,0.3869537,0.5227588,0.28492182,0.36023313,0.5172852,0.36680925,0.40110016,0.38110447,0.28815442,0
19,0.5229105,0.4925924,0.55587983,0.3914346,0.52494526,0.2864957,0.36738285,0.5102456,0.36721104,0.40375197,0.37955448,0.29012665,0
20,0.5462514,0.4993181,0.5572054,0.39047432,0.5226468,0.2821178,0.36482817,0.503165,0.3724899,0.40614232,0.3843783,0.28753364,0
21,0.56665725,0.48867735,0.5580295,0.38764453,0.5229448,0.27869165,0.36955997,0.50259197,0.3732174,0.4001721,0.38641638,0.28151214,0
22,0.5846247,0.48519644,0.5694645,0.38872787,0.5268009,0.2812337,0.37144276,0.5033506,0.3766726,0.4013015,0.38893646,0.28330293,0
23,0.56019366,0.4537546,0.5919195,0.36940318,0.5425451,0.2858547,0.37112793,0.49072498,0.3766616,0.38961762,0.39190996,0.2867812,0
24,0.5562884,0.4025792,0.6120918,0.34796783,0.54917043,0.2862573,0.36973736,0.50262415,0.37537035,0.38629407,0.39418834,0.29004967,0
25,0.5488864,0.40962487,0.59740126,0.3593424,0.55243695,0.2831626,0.37410033,0.48334238,0.37533033,0.38569784,0.39570063,0.2855688,0
26,0.54995644,0.43757957,0.59648776,0.36202234,0.5521589,0.28389388,0.3775128,0.48358545,0.376715,0.38511527,0.39357919,0.28419703,0
27,0.5564106,0.40041706,0.6072074,0.35227418,0.55284524,0.28349683,0.37756822,0.4843511,0.37663946,0.38475907,0.39314365,0.28509644,0
28,0.5590095,0.4407259,0.6044702,0.35051546,0.5557752,0.28276128,0.37941873,0.48163694,0.37745005,0.38390118,0.39340955,0.28628457,0
29,0.5830857,0.4951344,0.57641137,0.3921513,0.5458917,0.29084572,0.38035795,0.4945911,0.3824801,0.39102957,0.39687702,0.28577623,0
30,0.555035,0.47212836,0.58222044,0.39925098,0.54822665,0.29088688,0.38031608,0.49643964,0.3811265,0.3937964,0.3968938,0.28608605,0
31,0.5395628,0.4687683,0.57730377,0.38482043,0.5503865,0.2931683,0.38722295,0.48930752,0.38302228,0.38231084,0.40038535,0.28396684,0
32,0.5437946,0.4914158,0.5796571,0.40084982,0.5528761,0.2916257,0.38727292,0.49852335,0.38584992,0.38917562,0.40424824,0.2860962,0
33,0.575019,0.4988702,0.5819106,0.39227828,0.5530541,0.28615755,0.3790409,0.5022298,0.38748395,0.39172894,0.4061488,0.28306106,0
34,0.5844258,0.5032542,0.58078253,0.39028418,0.55466235,0.28817973,0.38512653,0.49808615,0.3950923,0.38764057,0.4086071,0.282153,0
35,0.56289864,0.50990695,0.5823195,0.4032517,0.55863416,0.2918285,0.3868378,0.5016012,0.39403558,0.39664495,0.40887213,0.28597802,0
36,0.5604235,0.49868307,0.58096844,0.39683375,0.5606047,0.29480776,0.38632113,0.49839923,0.39061475,0.3956519,0.4106898,0.2866336,0
37,0.56197715,0.4948345,0.5807862,0.39667052,0.56005067,0.29356205,0.38657594,0.50079966,0.39284417,0.4020704,0.40940708,0.28677705,0
38,0.5621244,0.49969468,0.5798453,0.40070415,0.5607747,0.29655495,0.38663298,0.500559,0.39534646,0.40024775,0.4108544,0.28806746,0
39,0.56159306,0.5070528,0.5790242,0.4016837,0.5602099,0.2944495,0.39086065,0.4974951,0.3977383,0.39878595,0.41247496,0.28738508,0
40,0.5618944,0.4971413,0.5798234,0.40021342,0.56030893,0.29702216,0.39273912,0.5030737,0.3956707,0.3994691,0.4134246,0.29034528,0
41,0.56402576,0.498152,0.5818294,0.39727372,0.55637944,0.2905296,0.3827458,0.4945345,0.3851169,0.39613327,0.40650058,0.2878097,1
42,0.5665022,0.4933667,0.58113325,0.394975,0.5536268,0.29402003,0.3779014,0.47989735,0.3816824,0.38982376,0.4027624,0.2899695,1
43,0.55928135,0.48791176,0.58076954,0.3886579,0.55429286,0.29234824,0.37892705,0.4910813,0.37913996,0.38292015,0.40242204,0.28302956,1
44,0.56442547,0.49694777,0.582036,0.39281636,0.5547172,0.29455352,0.38016602,0.4972827,0.37663886,0.3859765,0.40191907,0.2849552,1
45,0.55823535,0.4978466,0.58100224,0.39713186,0.5551612,0.29237324,0.38069838,0.49672088,0.37988812,0.39217466,0.40911102,0.2900761,1
46,0.55904794,0.49754974,0.58038616,0.39527643,0.55538154,0.29360127,0.36493248,0.35091352,0.37505814,0.3885672,0.408578,0.2886174,1
47,0.5632365,0.4968437,0.5834282,0.39158225,0.5559715,0.2926654,0.35757217,0.32215944,0.37633213,0.38213608,0.4089732,0.28642875,1
48,0.5651686,0.48357332,0.58502614,0.38993335,0.5557418,0.2923663,0.37172255,0.33480376,0.36998352,0.38175476,0.40880522,0.2844615,1
49,0.56538105,0.4980563,0.58311516,0.396676,0.5555437,0.29405585,0.38600332,0.4980238,0.37297818,0.38460192,0.40832728,0.2874419,1
50,0.5616263,0.49738157,0.5818592,0.39361286,0.5545507,0.29286373,0.36017975,0.32191285,0.37577105,0.38034236,0.4098549,0.28624514,1
51,0.55744565,0.49471483,0.58141494,0.3967658,0.55509496,0.292811,0.3222171,0.31662276,0.37417957,0.3845758,0.40986282,0.28873277,1
52,0.5594733,0.489117,0.581915,0.39736196,0.55180126,0.29721642,0.3520432,0.30646834,0.37384984,0.37918603,0.40910316,0.2920916,1
53,0.56708294,0.49472007,0.5814824,0.39461088,0.5512234,0.29419494,0.36675343,0.30856308,0.36038694,0.37624002,0.40588254,0.2854407,1
54,0.5601803,0.49660966,0.5822972,0.39338,0.5500629,0.2945724,0.35915798,0.30787972,0.36637712,0.37530887,0.40686998,0.28708488,1
55,0.558285,0.4909169,0.582013,0.39806283,0.54951495,0.29579479,0.33008865,0.30053276,0.3640055,0.37985894,0.40616816,0.29068843,1
56,0.5580158,0.48867077,0.58155483,0.39106166,0.5494484,0.29383275,0.3127896,0.29534924,0.3618335,0.37931192,0.40417212,0.29178873,1
57,0.5611042,0.48605546,0.58132744,0.39343137,0.5486514,0.29582936,0.34542906,0.29745197,0.3644824,0.37806934,0.40598187,0.29378814,1
58,0.562878,0.49190423,0.57768816,0.38731533,0.5442692,0.29105386,0.37106353,0.3171873,0.36369026,0.38157398,0.40253907,0.284192,1
59,0.55371124,0.49802026,0.5717778,0.3889887,0.54194164,0.2884793,0.36660403,0.31656557,0.3688813,0.37912497,0.40329272,0.28655055,1
60,0.5528648,0.5073927,0.5734303,0.3948838,0.54118645,0.29003054,0.31943142,0.31415787,0.37000883,0.38678032,0.4031092,0.29279488,1
