,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
0,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
1,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
2,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
3,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
4,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
5,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
6,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
7,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
8,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
9,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
10,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
11,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
12,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
13,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
14,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
15,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
16,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
17,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
18,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
19,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
20,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
21,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
22,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
23,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
24,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
25,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
26,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
27,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
28,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
29,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
30,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
31,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
32,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
33,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
34,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
35,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
36,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
37,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
38,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
39,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
40,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,0
41,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,1
42,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,1
43,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,1
44,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,1
45,0.56718946,0.6244161,0.5841646,0.65951264,0.53122175,0.57547116,0.39392465,0.73362064,0.3949841,0.67382324,0.41271847,0.5647687,1
