,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
0,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
1,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
2,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
3,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
4,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
5,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
6,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
7,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
8,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
9,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
10,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
11,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
12,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
13,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
14,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
15,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
16,0.6205833,0.61134386,0.6368013,0.52266234,0.60244536,0.39810485,0.312052,0.5196909,0.34886616,0.4222345,0.44515228,0.3290112,0
