,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
0,0.60918,0.7220125,0.5927479,0.70226496,0.5704224,0.64242697,0.57834184,0.7471777,0.54067683,0.6971481,0.5263784,0.6432727,0
1,0.63135266,0.7262316,0.59693563,0.67479223,0.5637361,0.62774175,0.4608243,0.72278875,0.50402004,0.65773135,0.52113175,0.64534247,0
2,0.4623211,0.7308595,0.57681763,0.7772932,0.5612364,0.7923565,0.60359037,0.7424726,0.5907439,0.78144825,0.5986778,0.78810525,0
3,0.6160406,0.6936854,0.58979523,0.7271817,0.57496196,0.742694,0.51928616,0.7599291,0.57099986,0.76447237,0.5417425,0.7455701,0
4,0.6343299,0.7341811,0.5850477,0.72367156,0.4998749,0.7145161,0.5208964,0.77329105,0.50341034,0.7648994,0.45762095,0.74403447,0
5,0.5791488,0.75359124,0.58303285,0.7535903,0.59468806,0.6744355,0.46322256,0.725145,0.4670406,0.7124409,0.48360425,0.658264,0
6,0.604285,0.76946115,0.611898,0.7709438,0.60897803,0.7224722,0.44562277,0.7536768,0.43977985,0.76655257,0.49826846,0.7335569,0
7,0.5550022,0.7614677,0.5672886,0.76218337,0.57913744,0.6869694,0.5319108,0.7644774,0.5460317,0.77299285,0.5300338,0.6910691,0
8,0.5884964,0.7585828,0.6235629,0.71484464,0.59939754,0.6133088,0.5052047,0.7673105,0.46455026,0.6982126,0.47773954,0.6136744,0
9,0.5677567,0.65596455,0.60536504,0.5684931,0.590883,0.53984386,0.5217909,0.67570233,0.5024713,0.6022568,0.50462586,0.54701024,0
10,0.5772244,0.652637,0.5961488,0.57420963,0.5757508,0.49467182,0.53099704,0.65256727,0.48695847,0.56533134,0.4964955,0.50184673,0
11,0.630154,0.66266584,0.60931724,0.57364285,0.57802546,0.5004538,0.41572663,0.6723172,0.43098378,0.57231015,0.4555176,0.50311035,0
12,0.6018113,0.6532967,0.5823114,0.5509285,0.5476373,0.46620262,0.3894422,0.66034704,0.40590817,0.5596738,0.41940746,0.47577745,0
