,x_left_wrist,y_left_wrist,x_left_elbow,y_left_elbow,x_left_shoulder,y_left_shoulder,x_right_wrist,y_right_wrist,x_right_elbow,y_right_elbow,x_right_shoulder,y_right_shoulder,waving
1,0.380266,0.49463862,0.38217494,0.41958576,0.38973567,0.33346236,0.25942513,0.49638805,0.26116872,0.40274554,0.28195223,0.33271068,0
2,0.41296658,0.4973879,0.3883496,0.4144268,0.36738896,0.34223622,0.21211326,0.5177405,0.22799045,0.4182118,0.25082666,0.33429217,0
3,0.38867733,0.51838803,0.3660136,0.43299875,0.36348677,0.332465,0.26149374,0.54169,0.24319427,0.4399497,0.25619775,0.33225167,0
4,0.3759106,0.5057613,0.30406904,0.4322085,0.30730864,0.32949334,0.37605685,0.51782954,0.30649972,0.44173932,0.32867342,0.34073815,0
5,0.4448037,0.4957455,0.38709372,0.41939113,0.3829262,0.32132062,0.42350802,0.5191858,0.37172636,0.42789984,0.37083942,0.32637423,0
6,0.49337253,0.506324,0.44278333,0.42405546,0.43649265,0.32027662,0.4654665,0.5131953,0.42028278,0.43005705,0.41796905,0.32114375,0
7,0.54027355,0.507583,0.5071572,0.41687232,0.4893198,0.31627068,0.5424314,0.5163198,0.499333,0.42505154,0.4794786,0.32491496,0
8,0.61883825,0.49743575,0.5561157,0.41733122,0.5362633,0.32821995,0.61593497,0.5159804,0.558372,0.4328718,0.5274114,0.3299154,0
9,0.66708636,0.48792094,0.60713506,0.41111967,0.6022152,0.3114815,0.6473179,0.50004077,0.5874682,0.41618854,0.5739337,0.32026303,0
10,0.6946789,0.47208342,0.70513976,0.39066732,0.66793823,0.30452472,0.66447496,0.507002,0.6036972,0.42467734,0.59931386,0.32273626,0
11,0.7121131,0.32521132,0.76184815,0.37677073,0.7244755,0.32813418,0.61554635,0.48777255,0.60527945,0.40514326,0.617831,0.33471358,0
12,0.69750303,0.3006905,0.74798554,0.36193687,0.7426335,0.31894627,0.6190767,0.49611387,0.6119559,0.38469863,0.6228921,0.32930192,0
13,0.66824806,0.27561456,0.70279133,0.36115164,0.7263643,0.32108018,0.64664125,0.30067486,0.62038314,0.40314993,0.6248398,0.35417455,0
14,0.64775145,0.3220719,0.67545456,0.4003223,0.6700615,0.3376602,0.61713415,0.41331944,0.6280986,0.42811233,0.61945444,0.34927246,0
15,0.5810695,0.31463593,0.6376084,0.35043478,0.61283785,0.33997688,0.5671722,0.3196512,0.5942887,0.37111098,0.5932075,0.34119135,0
16,0.52346116,0.36275387,0.59000957,0.3785486,0.5775629,0.30966216,0.5208358,0.37075257,0.5518543,0.38696408,0.52943087,0.31674546,0
17,0.5008037,0.4867677,0.5530201,0.42906114,0.55890816,0.33531472,0.48935255,0.4952696,0.530272,0.44688785,0.52628124,0.34327683,0
18,0.49048132,0.52345586,0.4747021,0.46687186,0.46823055,0.3438567,0.5080669,0.5170419,0.5002915,0.46075583,0.499989,0.34622312,0
19,0.39503163,0.5140068,0.43332645,0.43980998,0.45587063,0.33491254,0.39938676,0.5043464,0.4357702,0.41900694,0.46456894,0.33818245,0
20,0.3873982,0.49051207,0.41113746,0.41636097,0.43453926,0.3192882,0.35073847,0.47899935,0.3789165,0.42238605,0.39275894,0.33722278,0
21,0.34134802,0.4967386,0.41342175,0.4089508,0.41657552,0.33107367,0.30758056,0.49212414,0.3191243,0.4179057,0.33961374,0.3445178,0
22,0.41854298,0.51004434,0.40478098,0.41711485,0.3895218,0.3454758,0.25446552,0.5169637,0.24836734,0.41349256,0.27212808,0.33850858,0
23,0.41693148,0.48665994,0.38940632,0.41514182,0.3664688,0.34693187,0.23569474,0.5030815,0.23657042,0.42580348,0.25724265,0.33765182,0
24,0.36347675,0.515301,0.35234314,0.4335595,0.3524794,0.3434974,0.26318818,0.52033615,0.24653137,0.4355451,0.25489593,0.3411264,0
25,0.3998679,0.6046197,0.35291922,0.49173602,0.35283908,0.3455214,0.25994146,0.5964051,0.26375604,0.4830972,0.26684493,0.3380878,0
26,0.38234752,0.5169171,0.37753245,0.4106413,0.37293074,0.33810875,0.34808928,0.52074945,0.31710213,0.44347733,0.31415063,0.3371474,0
27,0.42140004,0.5187937,0.38093084,0.43947124,0.39066702,0.33289474,0.39086455,0.53465426,0.3743305,0.4497691,0.3802945,0.34281465,0
28,0.48847434,0.4886273,0.43820366,0.4200383,0.43256292,0.32250887,0.48046255,0.49700102,0.41302556,0.43577707,0.41593105,0.32419157,0
29,0.5251008,0.50266105,0.49557227,0.43939993,0.4683567,0.3311758,0.518087,0.51823336,0.48555708,0.4468773,0.45557293,0.34166563,0
30,0.5308459,0.5306364,0.51932335,0.46338782,0.5055897,0.3440429,0.5290038,0.53925973,0.5147721,0.48059735,0.49816546,0.35002667,0
31,0.5977799,0.5079073,0.55542326,0.4336351,0.53763235,0.32493168,0.5936065,0.517879,0.5465487,0.44485468,0.5259783,0.32925546,0
32,0.63658035,0.50200844,0.59613883,0.43225986,0.5734569,0.3215406,0.6215284,0.51410383,0.5796578,0.43741906,0.55773157,0.32569265,0
